work_id,state,district,constituency,house,mp_id,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,anomaly_label
WRK00257,Punjab,Jalandhar,Amritsar,LS,MP019,Harpreet Singh,Bridge Construction at Jalandhar Ward 6,Bridge Construction,Block Development Office,V020,Horizon Build Co,2023-10-28,2023-11-12,8804983.88,8500000,7512081.91,84,0,In Progress,32.043946,76.300274,c1d841d32a74b90c,32.043966,76.300183,NORMAL
WRK00258,Punjab,Ludhiana,Amritsar,LS,MP019,Harpreet Singh,Anganwadi Centre at Ludhiana Ward 13,Anganwadi Centre,District Panchayat,V008,Metro Build Solutions,2021-02-28,2021-03-24,2696474.23,2200000,0,0,0,Not Started,30.19525,74.619507,34ef2552ab286d09,30.195276,74.619992,NORMAL
WRK00259,Himachal Pradesh,Kullu,Shimla,LS,MP016,Rohit Verma,Road Construction at Kullu Ward 3,Road Construction,Block Development Office,V013,Durga Projects,2022-10-10,2022-10-26,2424693.26,2800000,1380893.33,55,26,In Progress,32.035894,77.638545,5d8416e060e696ff,32.03602,77.63922,NORMAL
WRK00260,Telangana,Nizamabad,Secunderabad,LS,MP017,G. Krishna Reddy,Drainage Works at Nizamabad Ward 7,Drainage Works,DRDA,V005,Golden Gate Contractors,2022-02-18,2022-04-02,2354232.32,1900000,1579278.35,64,15,In Progress,19.437405,77.230349,3ae0acdb2a6524af,19.436797,77.230568,NORMAL
WRK00261,West Bengal,Howrah,Kolkata South,LS,MP005,Deepak Chatterjee,School Building at Howrah Ward 1,School Building,DRDA,V016,Star Infrastructure,2021-07-10,2021-08-31,4178534.55,4200000,4269108.02,100,0,Completed,25.605457,87.774218,973e129c35f0b1be,25.60497,87.774749,NORMAL
WRK00262,West Bengal,Kolkata,Howrah,LS,MP008,Anita Roy,Bridge Construction at Kolkata Ward 1,Bridge Construction,ZP,V006,Apex Construction Co,2021-11-08,2021-11-26,9174854.14,8500000,2277811.96,25,28,In Progress,21.818698,86.858865,67cbfc39f54f1b92,21.818841,86.858963,NORMAL
WRK00263,Rajasthan,Jaipur,Jodhpur,LS,MP010,Kavita Joshi,School Building at Jaipur Ward 11,School Building,ZP,V006,Apex Construction Co,2023-07-15,2023-08-24,4324661.65,4200000,4430851.71,100,0,Completed,27.326039,76.492621,82c41c54a8debd88,27.325701,76.492984,NORMAL
WRK00264,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Water Supply at Patna Ward 2,Water Supply,ZP,V005,Golden Gate Contractors,2021-09-12,2021-09-28,3103982.08,3100000,3036956.87,100,0,Completed,27.209886,86.721839,2d6b8a4e18a70609,27.209851,86.722024,NORMAL
WRK00265,Odisha,Bhubaneswar,Bhubaneswar,LS,MP018,Soumya Das,Road Construction at Bhubaneswar Ward 26,Road Construction,PWD,V014,Kumar & Associates,2021-08-07,2021-09-24,2920109.85,2800000,633333.11,20,28,In Progress,21.057085,84.032131,0b1ec578dff47c51,21.057369,84.032022,NORMAL
WRK00266,Himachal Pradesh,Kullu,Shimla,LS,MP016,Rohit Verma,Community Hall at Kullu Ward 23,Community Hall,ZP,V010,Shree Ram Builders,2021-06-13,2021-07-20,4125353.09,3800000,4008074.19,100,0,Completed,30.997539,78.620781,8b31f4d8e073c1d0,30.997408,78.62026,NORMAL
WRK00267,Maharashtra,Aurangabad,Pune North,LS,MP001,Arjun Sharma,Boundary Wall at Aurangabad Ward 9,Boundary Wall,PWD,V009,Heritage Contractors,2020-12-12,2021-01-15,807418.3,900000,455658.82,60,13,In Progress,16.435804,78.00808,893e2b89dadfc499,16.435694,78.007879,NORMAL
WRK00268,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Drainage Works at Dibrugarh Ward 8,Drainage Works,Block Development Office,V013,Durga Projects,2023-08-26,2023-09-16,2034599.76,1900000,1808093.72,81,8,In Progress,26.352839,94.577425,dae135862358755c,26.353362,94.576814,NORMAL
WRK00269,Bihar,Gaya,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Bridge Construction at Gaya Ward 8,Bridge Construction,DRDA,V005,Golden Gate Contractors,2023-01-31,2023-04-01,7954157.68,8500000,1959043.33,26,5,In Progress,26.334805,87.321847,99a9af6aed054732,26.334712,87.321148,NORMAL
WRK00270,Karnataka,Bengaluru Urban,Bengaluru South,LS,MP012,Anand Swaminathan,Library Building at Bengaluru Urban Ward 30,Library Building,Block Development Office,V006,Apex Construction Co,2023-01-23,2023-02-27,3546918.75,4100000,2166792.0,56,22,In Progress,11.902241,77.558599,706078eb7e8eed12,11.901538,77.559114,NORMAL
WRK00271,Telangana,Nizamabad,Secunderabad,LS,MP017,G. Krishna Reddy,School Building at Nizamabad Ward 13,School Building,District Panchayat,V006,Apex Construction Co,2023-09-30,2023-11-12,3626463.71,4200000,1277226.98,41,21,In Progress,16.780952,77.201321,46a3cc71ff2f6883,16.781354,77.201101,NORMAL
WRK00272,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Boundary Wall at Dibrugarh Ward 14,Boundary Wall,DRDA,V007,Delta Infratech,2021-05-06,2021-05-21,770531.95,900000,537928.41,64,11,In Progress,25.178381,93.520089,6769b0f1ee01b9e0,25.178489,93.51971,NORMAL
WRK00273,Telangana,Hyderabad,Secunderabad,LS,MP017,G. Krishna Reddy,Sports Facility at Hyderabad Ward 25,Sports Facility,DRDA,V015,Reliable Constructions,2022-07-26,2022-08-26,3076340.36,3500000,1216817.07,37,62,Stalled,19.133904,79.844512,7bcf2b31902bd154,19.134292,79.844904,NORMAL
WRK00274,Bihar,Bhagalpur,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Cremation Ground at Bhagalpur Ward 23,Cremation Ground,PWD,V008,Metro Build Solutions,2023-08-29,2023-09-15,2509099.55,2100000,2402214.39,100,0,Completed,26.823699,84.401912,f49816ad6994bf84,26.823488,84.401969,NORMAL
WRK00275,Tamil Nadu,Coimbatore,Coimbatore North,LS,MP009,Suresh Pillai,Health Centre at Coimbatore Ward 7,Health Centre,Block Development Office,V006,Apex Construction Co,2022-11-18,2022-12-02,4968341.12,5600000,1937437.62,42,15,In Progress,9.280257,78.609593,ee25356aaee01ec9,9.280846,78.609592,NORMAL
WRK00276,West Bengal,Howrah,Howrah,LS,MP008,Anita Roy,Water Supply at Howrah Ward 25,Water Supply,District Panchayat,V004,Pioneer Projects Ltd,2022-01-26,2022-02-20,2891405.5,3100000,0,0,0,Not Started,23.529356,88.993648,f4adfa22ad0205f5,23.529591,88.993826,NORMAL
WRK00277,Odisha,Bhubaneswar,Bhubaneswar,LS,MP018,Soumya Das,Anganwadi Centre at Bhubaneswar Ward 14,Anganwadi Centre,Municipal Corporation,V013,Durga Projects,2022-08-28,2022-10-08,2196652.95,2200000,432867.93,22,92,Stalled,21.468459,84.517915,93a05478c00b19de,21.467925,84.517955,NORMAL
WRK00278,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Road Construction at Solan Ward 13,Road Construction,DRDA,V017,United Builders,2023-01-24,2023-03-18,2942772.24,2800000,0,0,0,Not Started,31.671588,76.109252,b0701a5350ce857f,31.670881,76.109546,NORMAL
WRK00279,Punjab,Amritsar,Amritsar,LS,MP019,Harpreet Singh,Health Centre at Amritsar Ward 28,Health Centre,DRDA,V016,Star Infrastructure,2022-05-26,2022-06-16,5569989.21,5600000,2695418.99,50,8,In Progress,31.339252,74.934365,6b49acc635e574e0,31.33954,74.93415,NORMAL
WRK00280,Assam,Silchar,Guwahati,LS,MP013,Bikash Barua,Street Lighting at Silchar Ward 26,Street Lighting,Municipal Corporation,V013,Durga Projects,2021-08-11,2021-09-26,1106346.83,1200000,324818.92,32,23,In Progress,25.01964,92.422978,cccf4130255603d4,25.0203,92.422422,NORMAL
WRK00281,Maharashtra,Mumbai,Pune North,LS,MP001,Arjun Sharma,Drainage Works at Mumbai Ward 27,Drainage Works,Block Development Office,V004,Pioneer Projects Ltd,2023-10-12,2023-11-25,1994694.35,1900000,1492928.34,82,9,In Progress,20.235911,72.995987,0f5e8b4729d0c613,20.235502,72.995611,NORMAL
WRK00282,Rajasthan,Kota,Jaipur Rural,LS,MP004,Sunita Devi,Health Centre at Kota Ward 25,Health Centre,Municipal Corporation,V020,Horizon Build Co,2022-11-24,2023-01-08,5341882.83,5600000,2374886.75,52,11,In Progress,23.87291,77.132844,936dd1a893acb00e,23.873125,77.132904,NORMAL
WRK00283,Rajasthan,Udaipur,Jodhpur,LS,MP010,Kavita Joshi,Health Centre at Udaipur Ward 19,Health Centre,Block Development Office,V006,Apex Construction Co,2023-07-29,2023-09-26,6267951.96,5600000,1886808.88,30,12,In Progress,26.339015,77.918031,edb68b81cec68cfe,26.338781,77.918242,NORMAL
WRK00284,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Road Construction at Guwahati Ward 6,Road Construction,PWD,V015,Reliable Constructions,2022-03-14,2022-04-13,2561439.43,2800000,1338646.2,57,22,In Progress,26.614113,91.408863,96405fcdbf761449,26.614143,91.408783,NORMAL
WRK00285,Maharashtra,Pune,Nashik,LS,MP006,Meena Kulkarni,Bridge Construction at Pune Ward 3,Bridge Construction,ZP,V016,Star Infrastructure,2022-04-04,2022-05-31,9699426.22,8500000,2594773.87,30,6,In Progress,16.15625,73.129477,06bfd9c40dc78104,16.156639,73.129513,NORMAL
WRK00286,Rajasthan,Udaipur,Jaipur Rural,LS,MP004,Sunita Devi,Library Building at Udaipur Ward 11,Library Building,Municipal Corporation,V017,United Builders,2023-02-09,2023-03-10,3739649.95,4100000,3779436.03,100,0,Completed,26.190755,70.612423,08ffeab0075072d6,26.19099,70.613,NORMAL
WRK00287,Himachal Pradesh,Kullu,Shimla,LS,MP016,Rohit Verma,Sports Facility at Kullu Ward 12,Sports Facility,DRDA,V019,City Developers,2023-06-13,2023-07-01,4283800.6,3500000,1666852.58,39,52,Stalled,31.66963,78.246299,a3c90c6a86017633,31.669831,78.245978,NORMAL
WRK00288,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Water Supply at Solan Ward 16,Water Supply,PWD,V005,Golden Gate Contractors,2023-05-26,2023-06-24,3632837.63,3100000,1782718.47,53,4,In Progress,30.300277,78.472291,781d5b6c49694032,30.300327,78.472604,NORMAL
WRK00289,Himachal Pradesh,Mandi,Shimla,LS,MP016,Rohit Verma,Road Construction at Mandi Ward 13,Road Construction,DRDA,V018,Prime Works Ltd,2022-07-06,2022-08-23,3237773.51,2800000,2917501.69,100,0,Completed,31.420932,77.099902,3ff93134650e78e4,31.420448,77.100301,NORMAL
WRK00290,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Water Supply at Dibrugarh Ward 7,Water Supply,PWD,V009,Heritage Contractors,2022-03-24,2022-05-06,2733220.07,3100000,0,0,0,Not Started,27.648822,94.787722,be3074f8a60147c3,27.648868,94.787347,NORMAL
WRK00291,Uttar Pradesh,Varanasi,Varanasi East,LS,MP003,Rajesh Gupta,Bridge Construction at Varanasi Ward 15,Bridge Construction,Municipal Corporation,V001,Sunrise Constructions Pvt Ltd,2023-06-03,2023-07-22,8209624.02,8500000,6261742.65,82,6,In Progress,24.88897,84.469843,1a2e9864f8eaca36,24.888657,84.469249,NORMAL
WRK00292,Maharashtra,Mumbai,Pune North,LS,MP001,Arjun Sharma,Road Construction at Mumbai Ward 9,Road Construction,PWD,V002,Bharat Infra Works,2023-09-15,2023-10-08,2548765.74,2800000,1578758.25,59,25,In Progress,20.989003,76.448581,d7f2a67814898025,20.989363,76.448036,NORMAL
WRK00293,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Sports Facility at Guwahati Ward 2,Sports Facility,DRDA,V008,Metro Build Solutions,2022-01-03,2022-01-29,3633205.49,3500000,0,0,0,Not Started,27.330183,90.468358,f997c779c56f05e6,27.330101,90.468742,NORMAL
WRK00294,Uttar Pradesh,Kanpur,Lucknow West,LS,MP007,Vinod Tiwari,Bridge Construction at Kanpur Ward 12,Bridge Construction,ZP,V018,Prime Works Ltd,2022-01-22,2022-03-03,8996873.01,8500000,4940649.19,59,29,In Progress,27.989568,77.420613,40d91a8e1f44aa88,27.989541,77.420286,NORMAL
WRK00295,Tamil Nadu,Coimbatore,Chennai Central,LS,MP002,Priya Nair,Bridge Construction at Coimbatore Ward 23,Bridge Construction,District Panchayat,V008,Metro Build Solutions,2023-05-10,2023-06-09,8027283.85,8500000,8181075.05,100,0,Completed,11.257363,77.862395,0ac013d5f80590f0,11.25748,77.862675,NORMAL
WRK00296,Uttarakhand,Haridwar,Garhwal,LS,MP020,Vikramaditya Rawat,Community Hall at Haridwar Ward 16,Community Hall,Block Development Office,V012,Bright Future Infra,2022-05-05,2022-05-25,4401611.44,3800000,3029277.66,63,29,In Progress,30.750812,77.810183,b38a3db1276732d3,30.750864,77.809526,NORMAL
WRK00297,West Bengal,Durgapur,Howrah,LS,MP008,Anita Roy,Sports Facility at Durgapur Ward 16,Sports Facility,DRDA,V002,Bharat Infra Works,2022-11-05,2022-12-13,4078986.56,3500000,847520.78,22,22,In Progress,25.629075,86.827855,70000009b4e570ba,25.62916,86.827923,NORMAL
WRK00298,Uttar Pradesh,Prayagraj,Lucknow West,LS,MP007,Vinod Tiwari,School Building at Prayagraj Ward 24,School Building,PWD,V018,Prime Works Ltd,2022-08-30,2022-10-25,4483282.51,4200000,1762439.97,40,2,In Progress,26.820997,83.327581,002f2ca4743e8531,26.821394,83.327591,NORMAL
WRK00299,Maharashtra,Pune,Nashik,LS,MP006,Meena Kulkarni,Library Building at Pune Ward 17,Library Building,PWD,V020,Horizon Build Co,2022-04-05,2022-05-05,4890200.03,4100000,3310186.35,69,6,In Progress,18.286765,77.177183,68e8f3115295ea96,18.286968,77.176593,NORMAL
WRK00300,Uttar Pradesh,Lucknow,Varanasi East,LS,MP003,Rajesh Gupta,Bridge Construction at Lucknow Ward 2,Bridge Construction,Block Development Office,V013,Durga Projects,2021-02-12,2021-03-06,7832371.92,8500000,7274256.65,100,0,Completed,24.106811,81.977313,869c3a8e7d6ab7c2,24.106989,81.977455,NORMAL
WRK00301,Karnataka,Mysuru,Bengaluru South,LS,MP012,Anand Swaminathan,Library Building at Mysuru Ward 17,Library Building,PWD,V014,Kumar & Associates,2021-01-04,2021-01-27,4662266.12,4100000,1468970.47,30,14,In Progress,11.924901,76.566891,b55beaaacb53f0be,11.924266,76.567063,NORMAL
WRK00302,Tamil Nadu,Chennai,Chennai Central,LS,MP002,Priya Nair,Health Centre at Chennai Ward 24,Health Centre,Block Development Office,V017,United Builders,2022-02-04,2022-03-19,4934575.24,5600000,4977880.04,100,0,Completed,10.97097,76.995734,91ed554a3faeef01,10.97115,76.995264,NORMAL
WRK00303,Odisha,Puri,Bhubaneswar,LS,MP018,Soumya Das,Bridge Construction at Puri Ward 30,Bridge Construction,PWD,V017,United Builders,2022-11-12,2023-01-04,9830363.63,8500000,6372621.14,74,28,In Progress,21.603816,84.754789,287e4086a854027e,21.603865,84.754943,NORMAL
WRK00304,Karnataka,Mangaluru,Bengaluru South,LS,MP012,Anand Swaminathan,Sports Facility at Mangaluru Ward 15,Sports Facility,DRDA,V007,Delta Infratech,2022-09-24,2022-10-27,4363048.19,3500000,3375254.91,75,26,In Progress,15.758894,76.590466,8cdc718dc4057420,15.759507,76.590099,NORMAL
WRK00305,Bihar,Bhagalpur,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Road Construction at Bhagalpur Ward 23,Road Construction,Municipal Corporation,V008,Metro Build Solutions,2022-06-19,2022-08-06,3193470.87,2800000,2938832.62,100,0,Completed,27.149039,83.332844,509d97cddb107e7f,27.148352,83.333364,NORMAL
WRK00306,Tamil Nadu,Trichy,Coimbatore North,LS,MP009,Suresh Pillai,Boundary Wall at Trichy Ward 13,Boundary Wall,Municipal Corporation,V019,City Developers,2021-10-28,2021-11-13,965276.31,900000,920244.59,100,0,Completed,8.847404,77.741748,4199322e3ba58126,8.847851,77.741154,NORMAL
WRK00307,Punjab,Ludhiana,Amritsar,LS,MP019,Harpreet Singh,Road Construction at Ludhiana Ward 29,Road Construction,District Panchayat,V013,Durga Projects,2023-08-26,2023-09-16,3190410.19,2800000,1031716.03,32,19,In Progress,29.612115,76.305858,0e50f355c7b611cd,29.612721,76.305584,NORMAL
WRK00308,Arunachal Pradesh,Ziro,Arunachal West,LS,MP014,Col. Tenzing Norbu,Bridge Construction at Ziro Ward 8,Bridge Construction,PWD,V002,Bharat Infra Works,2022-02-12,2022-04-10,10182274.15,8500000,2233120.13,21,20,In Progress,27.709212,93.298222,909e21ba8a38d5aa,27.708708,93.298226,NORMAL
WRK00309,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,Drainage Works at Kolkata Ward 3,Drainage Works,DRDA,V003,National Build Corp,2023-10-16,2023-10-31,2352990.59,1900000,2219970.04,100,0,Completed,23.747638,86.341975,beccf7609249ee3a,23.74699,86.341817,NORMAL
WRK00310,Assam,Jorhat,Guwahati,LS,MP013,Bikash Barua,Bridge Construction at Jorhat Ward 22,Bridge Construction,Municipal Corporation,V017,United Builders,2023-07-29,2023-09-12,9815911.93,8500000,9416382.92,100,0,Completed,26.32819,93.235356,1257429e3e085cb7,26.327854,93.235244,NORMAL
WRK00311,Punjab,Amritsar,Amritsar,LS,MP019,Harpreet Singh,Bridge Construction at Amritsar Ward 15,Bridge Construction,ZP,V012,Bright Future Infra,2023-04-15,2023-05-18,9508941.68,8500000,5791575.6,61,11,In Progress,29.57262,74.744938,fd7b1279d2535515,29.573055,74.745142,NORMAL
WRK00312,Tamil Nadu,Coimbatore,Chennai Central,LS,MP002,Priya Nair,School Building at Coimbatore Ward 15,School Building,PWD,V005,Golden Gate Contractors,2021-09-19,2021-11-16,4721403.5,4200000,1465847.64,30,3,In Progress,9.412461,78.80821,57e0a1f103840661,9.41274,78.807644,NORMAL
WRK00313,Himachal Pradesh,Shimla,Shimla,LS,MP016,Rohit Verma,Health Centre at Shimla Ward 6,Health Centre,DRDA,V001,Sunrise Constructions Pvt Ltd,2022-02-15,2022-03-10,5228181.37,5600000,2689904.48,53,17,In Progress,32.489771,76.180581,e7f2418a953fcfd4,32.490006,76.179803,NORMAL
WRK00314,Tamil Nadu,Madurai,Chennai Central,LS,MP002,Priya Nair,School Building at Madurai Ward 8,School Building,District Panchayat,V012,Bright Future Infra,2022-06-27,2022-07-10,4895836.67,4200000,973800.86,21,2,In Progress,9.565076,79.778748,4ae0fd7a04e25132,9.565604,79.778966,NORMAL
WRK00315,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Health Centre at Guwahati Ward 13,Health Centre,District Panchayat,V001,Sunrise Constructions Pvt Ltd,2023-12-10,2023-12-25,5845643.22,5600000,5700072.81,100,0,Completed,25.886146,95.536005,ec19e4eb3f551740,25.886188,95.535739,NORMAL
WRK00316,Maharashtra,Pune,Nashik,LS,MP006,Meena Kulkarni,Community Hall at Pune Ward 13,Community Hall,ZP,V001,Sunrise Constructions Pvt Ltd,2022-11-09,2022-12-29,4270153.26,3800000,3776939.89,84,8,In Progress,18.979279,79.893021,47bac8aaf2f94b2c,18.978885,79.892781,NORMAL
WRK00317,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,Drainage Works at Kolkata Ward 18,Drainage Works,DRDA,V011,Anand Construction,2022-03-06,2022-04-11,2010745.56,1900000,1855741.96,100,0,Completed,27.032062,89.529915,21bbd1838acfd4d6,27.031641,89.529332,NORMAL
WRK00318,Uttar Pradesh,Varanasi,Lucknow West,LS,MP007,Vinod Tiwari,Health Centre at Varanasi Ward 29,Health Centre,ZP,V018,Prime Works Ltd,2023-11-21,2023-12-09,6302311.88,5600000,2594270.08,38,20,In Progress,29.861229,79.512971,b82d40def2d78d53,29.860681,79.512669,NORMAL
WRK00319,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,Health Centre at Kolkata Ward 8,Health Centre,ZP,V020,Horizon Build Co,2023-03-23,2023-04-28,6731495.46,5600000,3868101.29,55,4,In Progress,22.108597,86.557461,9b08e5a844511ba0,22.108693,86.557044,NORMAL
WRK00320,West Bengal,Kolkata,Howrah,LS,MP008,Anita Roy,Community Hall at Kolkata Ward 1,Community Hall,Municipal Corporation,V016,Star Infrastructure,2023-08-17,2023-09-04,3350802.65,3800000,2713861.01,80,22,In Progress,22.548666,87.388587,317979f929ede760,22.548273,87.388445,NORMAL
WRK00321,Tamil Nadu,Salem,Coimbatore North,LS,MP009,Suresh Pillai,Water Supply at Salem Ward 14,Water Supply,DRDA,V020,Horizon Build Co,2021-12-24,2022-02-20,3555534.66,3100000,3294422.35,100,0,Completed,13.255375,78.044998,532c5c01b017c533,13.255902,78.04557,NORMAL
WRK00322,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Library Building at Guwahati Ward 13,Library Building,ZP,V008,Metro Build Solutions,2022-12-25,2023-02-19,4690944.12,4100000,987720.4,24,16,In Progress,25.881912,95.229932,6546c66d89b1cad1,25.882607,95.229196,NORMAL
WRK00323,Telangana,Hyderabad,Secunderabad,LS,MP017,G. Krishna Reddy,School Building at Hyderabad Ward 15,School Building,ZP,V010,Shree Ram Builders,2023-02-26,2023-03-27,4059181.33,4200000,0,0,0,Not Started,16.97225,77.965838,0df6c527eb45bc38,16.972523,77.966445,NORMAL
WRK00324,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Boundary Wall at Patna Ward 23,Boundary Wall,DRDA,V007,Delta Infratech,2021-08-31,2021-10-05,805741.77,900000,555103.0,77,0,In Progress,26.18901,86.863172,400564b8171603b1,26.188757,86.86341,NORMAL
WRK00325,Maharashtra,Pune,Nashik,LS,MP006,Meena Kulkarni,Road Construction at Pune Ward 19,Road Construction,ZP,V013,Durga Projects,2023-05-21,2023-07-10,2507864.73,2800000,1813083.35,69,23,In Progress,18.362999,80.482957,0b3d6dc9616f760a,18.363385,80.483581,NORMAL
WRK00326,West Bengal,Howrah,Kolkata South,LS,MP005,Deepak Chatterjee,Bridge Construction at Howrah Ward 28,Bridge Construction,District Panchayat,V007,Delta Infratech,2021-03-11,2021-04-16,7833147.0,8500000,6071410.93,77,9,In Progress,22.170058,86.339441,c3f0fac39f601d17,22.169703,86.339377,NORMAL
WRK00327,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Road Construction at Solan Ward 21,Road Construction,ZP,V020,Horizon Build Co,2023-09-13,2023-10-08,3060942.0,2800000,3057638.0,100,0,Completed,31.661215,77.202376,3ea585a901aec505,31.661764,77.202001,NORMAL
WRK00328,Odisha,Cuttack,Bhubaneswar,LS,MP018,Soumya Das,Road Construction at Cuttack Ward 22,Road Construction,District Panchayat,V011,Anand Construction,2021-03-03,2021-04-23,2587020.79,2800000,843578.45,38,27,In Progress,20.574845,85.080041,1be00f8e0c8d51d2,20.574726,85.079547,NORMAL
WRK00329,Rajasthan,Ajmer,Jodhpur,LS,MP010,Kavita Joshi,Library Building at Ajmer Ward 16,Library Building,District Panchayat,V013,Durga Projects,2021-11-21,2021-12-30,4423543.44,4100000,2507766.97,66,29,In Progress,28.533286,72.340832,6d651847c2294116,28.533779,72.34012,NORMAL
WRK00330,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,Water Supply at Kolkata Ward 23,Water Supply,District Panchayat,V017,United Builders,2023-03-16,2023-04-28,3043218.57,3100000,2834324.89,100,0,Completed,21.831652,88.142605,b95cec2d7bd15655,21.831923,88.143277,NORMAL
WRK00331,Rajasthan,Kota,Jodhpur,LS,MP010,Kavita Joshi,Library Building at Kota Ward 10,Library Building,DRDA,V016,Star Infrastructure,2022-05-04,2022-06-16,4875388.67,4100000,2796417.56,65,29,In Progress,27.050967,74.073411,2e0e6673ced7cd17,27.051518,74.07298,NORMAL
WRK00332,Uttar Pradesh,Lucknow,Lucknow West,LS,MP007,Vinod Tiwari,Bridge Construction at Lucknow Ward 1,Bridge Construction,District Panchayat,V014,Kumar & Associates,2021-07-04,2021-08-30,7306555.11,8500000,0,0,0,Not Started,29.097168,84.692301,5982aa44557368cf,29.097255,84.692527,NORMAL
WRK00333,Uttar Pradesh,Agra,Lucknow West,LS,MP007,Vinod Tiwari,Water Supply at Agra Ward 27,Water Supply,ZP,V019,City Developers,2022-08-25,2022-09-23,3614842.42,3100000,1877675.74,61,24,In Progress,28.357933,79.694348,07743c94f5c9f459,28.35841,79.693848,NORMAL
WRK00334,Gujarat,Rajkot,Ahmedabad East,LS,MP011,Rameshwar Patel,Anganwadi Centre at Rajkot Ward 19,Anganwadi Centre,DRDA,V015,Reliable Constructions,2021-08-27,2021-10-06,2571583.86,2200000,2492103.12,100,0,Completed,24.080032,73.833943,be1a070fed83a4c8,24.079394,73.833976,NORMAL
WRK00335,Gujarat,Kutch,Ahmedabad East,LS,MP011,Rameshwar Patel,Sports Facility at Kutch Ward 28,Sports Facility,Municipal Corporation,V018,Prime Works Ltd,2022-09-12,2022-11-11,3001205.8,3500000,1240914.77,39,8,In Progress,21.660101,70.501541,9b0e70ad922bda48,21.659942,70.501688,NORMAL
WRK00336,Rajasthan,Udaipur,Jodhpur,LS,MP010,Kavita Joshi,Road Construction at Udaipur Ward 3,Road Construction,District Panchayat,V006,Apex Construction Co,2021-05-17,2021-06-27,2684077.11,2800000,794653.3,28,87,Stalled,25.178927,74.120884,c8f216c15fcc997d,25.178262,74.120411,NORMAL
WRK00337,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Anganwadi Centre at Patna Ward 15,Anganwadi Centre,ZP,V004,Pioneer Projects Ltd,2021-10-21,2021-11-12,2666361.1,2200000,2307630.25,81,23,In Progress,25.293148,84.93669,fe22eba1ad3d581e,25.29262,84.937047,NORMAL
WRK00338,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Road Construction at Guwahati Ward 19,Road Construction,District Panchayat,V002,Bharat Infra Works,2021-02-07,2021-04-01,2728299.08,2800000,0,0,0,Not Started,27.500313,91.799725,c4246277854494ab,27.500542,91.799421,NORMAL
WRK00339,Rajasthan,Jodhpur,Jodhpur,LS,MP010,Kavita Joshi,Health Centre at Jodhpur Ward 18,Health Centre,ZP,V001,Sunrise Constructions Pvt Ltd,2022-07-14,2022-08-10,5209244.35,5600000,3481617.52,76,21,In Progress,24.075109,71.908005,83997ac58f43a250,24.074537,71.908072,NORMAL
WRK00340,Gujarat,Vadodara,Ahmedabad East,LS,MP011,Rameshwar Patel,Bridge Construction at Vadodara Ward 4,Bridge Construction,District Panchayat,V015,Reliable Constructions,2022-06-19,2022-08-04,10432144.58,8500000,9500412.51,100,0,Completed,22.921009,70.267929,076c108d214c87b1,22.920967,70.268203,NORMAL
WRK00341,Assam,Guwahati,Guwahati,LS,MP013,Bikash Barua,Road Construction at Guwahati Ward 5,Road Construction,District Panchayat,V018,Prime Works Ltd,2021-11-08,2022-01-02,2857641.63,2800000,2065953.96,77,19,In Progress,25.396095,90.948327,ec3b9258f943375e,25.396463,90.948272,NORMAL
WRK00342,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,Bridge Construction at Kanpur Ward 28,Bridge Construction,DRDA,V012,Bright Future Infra,2023-07-03,2023-08-12,8773986.18,8500000,8191122.98,100,0,Completed,29.497126,81.78876,b319f18d2ef03a1b,29.497726,81.78848,NORMAL
